UPOS	POS	LEMMA
ADJ	прым.	@Начальный, началный	
ADJ	прым.	@Начестнейший, начеснейшый	
ADJ	прым.	@Начистший, начистшый, начыстшый	
ADJ	прым.	@Начольнейшый, начолнейший	
ADJ	прым.	@Нашаленейший	
ADJ	прым.	@Наширный	
ADJ	прым.	@Нашляхетнейший, нашляхэтнейшый	
ADJ	прым.	@Нашмарованый	
ADJ	прым.	@Нашпетнейший	
ADJ	прым.	@Нащаслившый	
ADJ	прым.	@Нащий	
ADJ	прым.	@Наявнейшый	
ADJ	прым.	@Наядовитший, наядовитшый	
ADJ	прым.	@Наяснейший, наяшнейший	
ADJ	прым.	@Небавный	
ADJ	прым.	@Небачнейший	
ADJ	прым.	@Небачный	
ADJ	прым.	@Небезпечнейший, небеспечнейшый	
ADJ	прым.	@Небезпечный, небеспечный	
ADJ	прым.	@Небеленый	
ADJ	прым.	@Небеский I, небесский	
ADJ	прым.	@Небеский II	
ADJ	прым.	@Небесный	
ADJ	прым.	@Неблаганый	
ADJ	прым.	@Неблагодарный	
ADJ	прым.	@Неблагославенский	
ADJ	прым.	@Неблазненный	
ADJ	прым.	@Неближний	
ADJ	прым.	@Неблизский	
ADJ	прым.	@Неблудливый	
ADJ	прым.	@Небожчиковский, небожчыковский, небощиковский, небощыковский	
ADJ	прым.	@Небожчиковъ, небожчыковъ, небосчиковъ, небощиковь	
ADJ	прым.	@Небордзый	
ADJ	прым.	@Неборздый, неборзый	
ADJ	прым.	@Небортный	
ADJ	прым.	@Небоязливый	
ADJ	прым.	@Небоязнивый	
ADJ	прым.	@Небрегий	
ADJ	прым.	@Неважный	
ADJ	прым.	@Невалашаный	
ADJ	прым.	@Невалечный	
ADJ	прым.	@Невдячный, неудячный	
ADJ	прым.	@Неведомое	
ADJ	прым.	@Неведомый	
ADJ	прым.	@Невежливый	
ADJ	прым.	@Невеленый	
ADJ	прым.	@Невеликий	
ADJ	прым.	@Невеличкий	
ADJ	прым.	@Невенчальный, невенчалный	
ADJ	прым.	@Невернейший	
ADJ	прым.	@Неверный	
ADJ	прым.	@Невеселый	
ADJ	прым.	@Невестеный	
ADJ	прым.	@Невестий	
ADJ	прым.	@Невестинъ	
ADJ	прым.	@Невестный	
ADJ	прым.	@Невестский, невестсцкий	
ADJ	прым.	@Невечерний	
ADJ	прым.	@Невещественный	
ADJ	прым.	@Невещий	
ADJ	прым.	@Невзапный	
ADJ	прым.	@Невидимый	
ADJ	прым.	@Невидомый	
ADJ	прым.	@Невинный	
ADJ	прым.	@Невистный, невисный	
ADJ	прым.	@Невластный	
ADJ	прым.	@Невместный	
ADJ	прым.	@Неводничий I	
ADJ	прым.	@Неводный	
ADJ	прым.	@Неводовый	
ADJ	прым.	@Невозможный	
ADJ	прым.	@Неволницкий	
ADJ	прым.	@Неволнический	
ADJ	прым.	@Невольничий, неволничий	
ADJ	прым.	@Невольный, неволный	
ADJ	прым.	@Невонтпливый	
ADJ	прым.	@Невпокойный	
ADJ	прым.	@Невредный	
ADJ	прым.	@Неврядный	
ADJ	прым.	@Неврядовый	
ADJ	прым.	@Невступный	
ADJ	прым.	@Невстыдливый	
ADJ	прым.	@Невчасный, неучасный	
ADJ	прым.	@Невчливый	
ADJ	прым.	@Невчытивый	
ADJ	прым.	@Невыдворный	
ADJ	прым.	@Невядомый	
ADJ	прым.	@Негибкий	
ADJ	прым.	@Негладкий	
ADJ	прым.	@Неглупый	
ADJ	прым.	@Негневливый	
ADJ	прым.	@Негоднейший	
ADJ	прым.	@Негодный	
ADJ	прым.	@Негожий, негожый	
ADJ	прым.	@Негорячий	
ADJ	прым.	@Неготовый	
ADJ	прым.	@Негрешный	
ADJ	прым.	@Недавный, недавний	
ADJ	прым.	@Недалекий	
ADJ	прым.	@Недаремный	
ADJ	прым.	@Недбалший	
ADJ	прым.	@Недбалый	
ADJ	прым.	@Недбанливый	
ADJ	прым.	@Недвижимый	
ADJ	прым.	@Неделничный	
ADJ	прым.	@Неделтый	
ADJ	прым.	@Недельный I, неделний, неделный I	
ADJ	прым.	@Недельский, неделский	
ADJ	прым.	@Недзвежий	
ADJ	прым.	@Недзнейший	
ADJ	прым.	@Недзный, незный	
ADJ	прым.	@Недишкретный	
ADJ	прым.	@Недоброхотный	
ADJ	прым.	@Недобрый, недобрий	
ADJ	прым.	@Недоведомый, недовыдомый	
ADJ	прым.	@Недовереный	
ADJ	прым.	@Недоверяемый	
ADJ	прым.	@Недоводный	
ADJ	прым.	@Недозволеный	
ADJ	прым.	@Недозретелный	
ADJ	прым.	@Недолгий	
ADJ	прым.	@Недолговечный	
ADJ	прым.	@Недолголетный	
ADJ	прым.	@Недолугий	
ADJ	прым.	@Недолужный	
ADJ	прым.	@Недорекий	
ADJ	прым.	@Недорослый	
ADJ	прым.	@Недосведеный	
ADJ	прым.	@Недосветченый, недосведчоный	
ADJ	прым.	@Недосконалший	
ADJ	прым.	@Недосконалый	
ADJ	прым.	@Недостатечнейшый	
ADJ	прым.	@Недостатний, недостатный	
ADJ	прым.	@Недостаточный, недостатечный	
ADJ	прым.	@Недостойный	
ADJ	прым.	@Недоткненый	
ADJ	прым.	@Недоуметелнейший	
ADJ	прым.	@Недочеканый	
ADJ	прым.	@Недошлый	
ADJ	прым.	@Недружебный	
ADJ	прым.	@Недуживый	
ADJ	прым.	@Недужий, недужый	
ADJ	прым.	@Недужливый	
ADJ	прым.	@Недужный	
ADJ	прым.	@Недурный	
ADJ	прым.	@Нееднакий	
ADJ	прым.	@Неженивый	
ADJ	прым.	@Неживый, нежывый	
ADJ	прым.	@Нежонатый	
ADJ	прым.	@Незабавный	
ADJ	прым.	@Незагашоный	
ADJ	прым.	@Незазорный	
ADJ	прым.	@Незазростный	
ADJ	прым.	@Незайзросливый	
ADJ	прым.	@Незамирный	
ADJ	прым.	@Незбедный	
ADJ	прым.	@Незблудный	
ADJ	прым.	@Незбожнейший	
ADJ	прым.	@Незбожный	
ADJ	прым.	@Незвитяжный	
ADJ	прым.	@Незвыклый	
ADJ	прым.	@Незвычайный	
ADJ	прым.	@Незгодливый	
ADJ	прым.	@Незгодный	
ADJ	прым.	@Незгожий	
ADJ	прым.	@Незграбный	
ADJ	прым.	@Нездолный	
ADJ	прым.	@Нездоровый	
ADJ	прым.	@Неземный	
ADJ	прым.	@Незлобивый	
ADJ	прым.	@Незлосливый, незлостливый	
ADJ	прым.	@Незлостивый	
ADJ	прым.	@Незменный	
ADJ	прым.	@Незмерный, незьмерный	
ADJ	прым.	@Незмероный	
ADJ	прым.	@Незмирный	
ADJ	прым.	@Незнаемый, незнаіомый	
ADJ	прым.	@Незнакомитый	
ADJ	прым.	@Незнакомый	
ADJ	прым.	@Незначный	
ADJ	прым.	@Незноснейший	
ADJ	прым.	@Незносный, незностный	
ADJ	прым.	@Незрадливый	
ADJ	прым.	@Незрожайный	
ADJ	прым.	@Незупелный	
ADJ	прым.	@Незуполный	
ADJ	прым.	@Незхожий	
ADJ	прым.	@Незычливый	
ADJ	прым.	@Неизбройный	
ADJ	прым.	@Неизвестный	
ADJ	прым.	@Неизлечимый	
ADJ	прым.	@Неимоверливый	
ADJ	прым.	@Неимоверное	
ADJ	прым.	@Неисведомый	
ADJ	прым.	@Неискусный	
ADJ	прым.	@Неисповедимый	
ADJ	прым.	@Неисправедливый	
ADJ	прым.	@Неисправедный	
ADJ	прым.	@Неисправный	
ADJ	прым.	@Неиспытаемый	
ADJ	прым.	@Неистерпимый	
ADJ	прым.	@Неистинный	
ADJ	прым.	@Неистовый	
ADJ	прым.	@Неистотный	
ADJ	прым.	@Неисходимый	
ADJ	прым.	@Неисцелеемый	
ADJ	прым.	@Неказителный	
ADJ	прым.	@Некарный	
ADJ	прым.	@Неквапливый	
ADJ	прым.	@Неквасный	
ADJ	прым.	@Неквашеный	
ADJ	прым.	@Некгречный	
ADJ	прым.	@Некгрунтовный	
ADJ	прым.	@Некипелый	
ADJ	прым.	@Некламливый	
ADJ	прым.	@Неключимый	
ADJ	прым.	@Неконтентъ	
ADJ	прым.	@Некормный	
ADJ	прым.	@Некорчемный	
ADJ	прым.	@Нелакомый	
ADJ	прым.	@Неласкавый	
ADJ	прым.	@Нелацный	
ADJ	прым.	@Нелегкий	
ADJ	прым.	@Неленивый	
ADJ	прым.	@Нелестный	
ADJ	прым.	@Нелитостивый	
ADJ	прым.	@Нелицемерный	
ADJ	прым.	@Неложный	
ADJ	прым.	@Нелюбимый	
ADJ	прым.	@Нелюбый	
ADJ	прым.	@Нелюдный	
ADJ	прым.	@Нелюдский	
ADJ	прым.	@Нелютостивый	
ADJ	прым.	@Нелякливый	
ADJ	прым.	@Немаетный	
ADJ	прым.	@Немалый	
ADJ	прым.	@Неменший	
ADJ	прым.	@Немецкий, немецский	
ADJ	прым.	@Немилосердный, немилосерный	
ADJ	прым.	@Немилосердый	
ADJ	прым.	@Немилостивый	
ADJ	прым.	@Немилый	
ADJ	прым.	@Немирный	
ADJ	прым.	@Немногий	
ADJ	прым.	@Неможный	
ADJ	прым.	@Немолвный	
ADJ	прым.	@Немолестный	
ADJ	прым.	@Немоцнейший	
ADJ	прым.	@Немоцный	
ADJ	прым.	@Немочный	
ADJ	прым.	@Немощный	
ADJ	прым.	@Немудрый, немудрий	
ADJ	прым.	@Немужный	
ADJ	прым.	@Немый	
ADJ	прым.	@Немылный	
ADJ	прым.	@Ненабожный	
ADJ	прым.	@Ненавидливый	
ADJ	прым.	@Ненавидный	
ADJ	прым.	@Ненавистливый, ненависливый	
ADJ	прым.	@Ненавистный, ненависный	
ADJ	прым.	@Ненадежный	
ADJ	прым.	@Ненадейный	
ADJ	прым.	@Ненаемный	
ADJ	прым.	@Ненаказанный	
ADJ	прым.	@Ненакганеный	
ADJ	прым.	@Ненакганный	
ADJ	прым.	@Неналежачий	
ADJ	прым.	@Неналежитый	
ADJ	прым.	@Неналежный	
ADJ	прым.	@Ненамовный	
ADJ	прым.	@Неначаемый	
ADJ	прым.	@Нендзнейший	
ADJ	прым.	@Нендзный, нендный, нензный	
ADJ	прым.	@Неновый	
ADJ	прым.	@Необлудный	
ADJ	прым.	@Необчий	
ADJ	прым.	@Необычайный	
ADJ	прым.	@Необычный	
ADJ	прым.	@Неовощовый	
ADJ	прым.	@Неограниченый, неограниченный, неограничоный	
ADJ	прым.	@Неодвлочный	
ADJ	прым.	@Неодволочный	
ADJ	прым.	@Неодинаковый	
ADJ	прым.	@Неоднакий	
ADJ	прым.	@Неоднократный	
ADJ	прым.	@Неоднокротный	
ADJ	прым.	@Неоднорочный	
ADJ	прым.	@Неозяблый	
ADJ	прым.	@Неомылный, неомыльный	
ADJ	прым.	@Неопатреный	
ADJ	прым.	@Неопатретый	
ADJ	прым.	@Неопатрный, неопатрний	
ADJ	прым.	@Неоповедный	
ADJ	прым.	@Неоспалый	
ADJ	прым.	@Неосторожный, неосторожний	
ADJ	прым.	@Неотволаный	
ADJ	прым.	@Неотволочный	
ADJ	прым.	@Неотдаленный	
ADJ	прым.	@Неотзовный	
ADJ	прым.	@Неотменный	
ADJ	прым.	@Неотмовный	
ADJ	прым.	@Неохотный	
ADJ	прым.	@Неочивистый	
ADJ	прым.	@Непамятливый	
ADJ	прым.	@Непамятозлобный	
ADJ	прым.	@Непевнейший	
ADJ	прым.	@Непевный	
ADJ	прым.	@Непечаловитый	
ADJ	прым.	@Непильный, непилный	
ADJ	прым.	@Непленный	
ADJ	прым.	@Неплодный	
ADJ	прым.	@Непобедимый	
ADJ	прым.	@Непобожный	
ADJ	прым.	@Неповажный	
